17.07.62,J.S. Bach,Brandenburgisches Konzert Nr.5 B-Dur BWV 1050
17.07.62,J.S. Bach,"Kantate ""Gott, der Herr, ist Sonn und Schild"" BWV 79"
12.07.61,J. Haydn,Sinfonie Nr. 44 e-moll Trauersymphonie
12.07.61,W.A. Mozart,"Auszüge aus Tamos, König von Ägypten"
14.07.60,F. Borsanti,Concerto grosso op. 3 Nr. 4
14.07.60,J.Ch. Bach,Konzert für Cembalo und Orchester A-Dur
14.07.60,J.S. Bach,"Kantate ""Himmelskönig, sei willkommen"" BWV 182"
14.07.60,W.A. Mozart,Sinfonie A-Dur KV 134
25.06.59,J. Haydn,Sinfonie Nr. 49 f-moll La Passione
25.06.59,J.S. Bach,Kaffee-Kantate BWV 211
25.06.59,P. Hindemith,5 Stücke für Streichorchester op.44 IV
30.06.58,J.J. Quantz,Konzert für Flöte und Orchester G-Dur
30.06.58,J.S. Bach,Doppelkonzert für 2 Klaviere c-moll BWV 1060
30.06.58,W.A. Mozart,Sinfonie Nr. 29 A-Dur KV 201
18.07.57,A. Vivaldi,Konzert für Violoncello und Orchester D-Dur
18.07.57,Ch.W. Gluck,Sinfonie G-Dur
18.07.57,J.S. Bach,"Kantate ""Mein Herz schwimmt in Blut"" BWV 199"
18.07.57,W.A. Mozart,Salzburger Sinfonie Nr. 2
21.02.57,G.F. Händel,Concerto grosso d-moll op.6 Nr.10
21.02.57,J. Haydn,Konzert Nr.2 für Cembalo und Orchester
21.02.57,J.S. Bach,Doppelkonzert für 2 Violinen und Orchester d-moll BWV1063
21.02.57,W.A. Mozart,Salzburger Sinfonie Nr. 1
18.07.56,A. Vivaldi,Concerto grosso d-moll op3 Nr.11
18.07.56,G.F. Händel,Concerto grosso D-Dur op.6 Nr.5
18.07.56,J.S. Bach,Konzert für Cembalo und Orchester d-moll BWV 1052
18.07.56,W.A. Mozart,Allegretto aus dem Divertimento KV131
18.07.56,W.A. Mozart,Andante aus dem Divertimento KV252
18.07.56,W.A. Mozart,Presto aus dem Divertimento KV205
06.07.55,F. Händel,Concerto grosso B-Dur op.6 Nr.11
06.07.55,J.S. Bach,Brandenburgisches Konzert Nr.3 G-Dur BWV 1048
06.07.55,J.S. Bach,Brandenburgisches Konzert Nr.5 D-Dur BWV 1050
06.07.55,K.D. von Dittersdorf,Konzert für Cembalo und Orchester A-Dur
14.07.54,C.P.E. Bach,Sinfonie C-Dur Nr. 3
14.07.54,C.W. Gluck,Sinfonie G-Dur
14.07.54,G.F. Händel,Ouvertüre zu Theodora
14.07.54,J.S. Bach,Konzert für Klavier und Orchester f-moll BWV 1056
